1s,2s,3s,4s,5s,6s,7s,8s,9s,10s,appliance
6.27877,4.84474,7.53191,14.31064,7.82453,9.69823,9.17204,10.06534,6.09407,12.08933,Desk Lamp
0.38392,1.70832,1.51473,0.17728,1.25553,0.03327,1.3245,0.21324,0.5021,2.35866,Phone Charger
2.54572,0.49974,3.33567,10.00524,2.83153,3.33567,1.8803,1.24951,4.59683,1.8803,Monitor
52.35477,51.03564,51.05702,53.58283,49.68123,49.48027,50.40351,50.85047,52.79286,52.26604,Electric Fan
41.06508,31.0726,35.60346,41.66702,48.63758,47.58521,48.00472,52.07523,36.82637,30.98601,Laptop Charger
8.42072,7.52764,9.1328,6.11263,7.99206,6.40232,9.13673,6.24199,8.08355,7.16045,Desk Lamp
0.83339,0.80624,0.79945,0.80206,3.80876,0.59361,0.70043,0.13646,2.53982,0.25616,Phone Charger
1.4827,1.52752,2.39151,0.71414,2.39151,2.70397,2.58105,2.5162,1.11135,1.21676,Monitor
51.19517,52.01768,50.81388,52.47164,49.73136,50.59257,53.01382,49.71337,52.55517,51.01552,Electric Fan
42.23571,47.30875,49.93597,53.19575,58.27367,43.90119,46.29858,38.05998,40.05895,32.16332,Laptop Charger
8.85189,4.40692,6.84782,8.71994,4.43788,7.8119,6.9806,8.9076,6.96737,9.42912,Desk Lamp
0.96148,0.38392,0.2918,2.04074,2.053,0.44023,1.70202,0.30602,1.2887,0.70386,Phone Charger
0.73467,2.0346,0.55546,1.4827,1.69257,0.37333,0.56935,0.37333,1.8865,3.81145,Monitor
53.90092,50.5406,50.11052,50.3234,51.71363,52.82098,51.29169,50.09009,51.13492,51.57288,Electric Fan
33.88789,36.59944,30.42956,36.55343,38.1674,47.2029,51.32488,56.0961,44.71934,61.68796,Laptop Charger
9.35157,9.16812,6.32463,9.27762,7.77819,7.62147,7.41612,9.29711,7.57035,7.53619,Desk Lamp
0.6764,1.75546,1.74291,1.44415,1.38609,0.05802,2.03154,0.21826,0.90772,0.44724,Phone Charger
3.07175,3.34679,1.64202,3.4575,3.84369,2.38554,3.32454,1.68626,0.32708,1.25605,Monitor
53.0455,50.72039,52.19695,49.98269,52.40401,51.81058,50.2368,51.6987,52.108,53.01382,Electric Fan
36.71919,33.55294,37.43301,46.90842,47.61451,42.09687,31.47802,48.87855,53.88168,36.55508,Laptop Charger
7.99622,12.13029,5.9495,8.27754,8.75602,9.12887,7.89172,5.93544,6.78997,8.34313,Desk Lamp
0.90098,1.01832,0.54851,0.40661,0.59015,0.37245,0.99161,0.62178,0.20248,0.66264,Phone Charger
2.0958,1.78053,4.08319,2.84307,2.24149,4.17791,1.78679,2.43915,3.43543,4.59683,Monitor
51.97186,51.08844,50.88452,51.77952,50.31958,50.05047,51.7298,51.85405,51.27039,53.59853,Electric Fan
44.03971,63.8639,51.48366,40.0949,61.61555,72.70204,37.28268,38.73792,51.97124,44.5017,Laptop Charger
9.83904,8.77203,8.62341,9.24639,6.5792,8.10429,9.09741,14.01324,7.61296,7.51908,Desk Lamp
3.14244,0.28943,0.18844,1.71147,0.73809,1.03832,1.50513,1.39902,1.03499,1.22987,Phone Charger
1.97311,2.99785,4.07263,3.04906,2.48662,2.37957,2.78528,3.62196,0.45615,2.4451,Monitor
48.83161,51.44432,50.82144,50.48479,52.372,49.06594,51.61028,53.06863,52.10182,52.1253,Electric Fan
45.15208,38.05838,51.46743,67.3402,36.30204,38.39181,34.34988,38.34432,48.38052,50.59574,Laptop Charger
7.96702,11.9866,8.56687,8.37175,6.27418,9.57181,10.2409,9.80868,7.89591,9.77447,Desk Lamp
0.79265,0.60745,0.95477,0.59707,0.57282,0.32378,1.61984,1.86787,2.13847,0.0143,Phone Charger
0.63344,3.41332,5.61354,0.95813,1.62935,0.60399,2.13847,1.22332,2.66312,0.36627,Monitor
50.68371,49.60917,51.16506,52.18337,50.71028,50.15393,52.37447,49.75962,50.86939,54.21385,Electric Fan
42.95924,46.58805,40.92007,32.99724,37.35953,34.30934,61.64559,42.91363,44.29449,53.36444,Laptop Charger
10.88916,8.096,9.07379,7.09486,9.77827,8.83993,7.65122,7.3601,6.79889,8.65966,Desk Lamp
0.80624,1.21676,0.34596,0.25191,0.54156,1.98235,0.57629,0.60399,1.15242,3.1903,Phone Charger
4.69343,1.73663,2.053,4.16742,0.21682,2.61629,0.1088,0.14017,0.52067,1.42483,Monitor
51.49178,52.51956,51.99911,52.44213,52.00778,50.48098,52.13766,51.3668,49.55893,49.98909,Electric Fan
54.31783,33.8966,30.65192,39.37798,46.9529,40.24225,35.43958,50.46955,36.77077,39.20862,Laptop Charger
10.4776,7.23015,11.83163,6.32921,9.35546,5.64698,9.28931,9.01065,9.27372,9.73257,Desk Lamp
0.73467,0.42183,0.17375,0.89087,0.84964,0.45776,0.18453,0.85759,2.06524,1.21348,Phone Charger
3.20715,0.15214,0.59463,1.33425,0.49974,1.03832,3.15653,2.87186,1.92369,2.04074,Monitor
50.32849,50.50002,52.46795,50.09009,52.59689,51.10352,50.96516,52.55763,49.99421,52.89672,Electric Fan
46.63141,28.68344,31.84946,41.00652,49.49705,43.16222,32.98836,35.31987,33.05855,32.84227,Laptop Charger
6.25119,9.80108,9.6753,7.95032,10.60958,19.60468,9.38263,10.82413,6.15894,7.43332,Desk Lamp
1.08153,0.89761,0.00334,1.21676,0.11242,0.57528,0.90772,1.85854,0.56369,1.06825,Phone Charger
2.06524,2.66312,2.18705,2.69814,1.47628,10.67891,3.9293,2.4807,1.38609,0.45776,Monitor
48.33121,51.101,48.21665,51.59158,50.89965,52.90038,49.72494,51.12614,51.12865,50.14754,Electric Fan
29.94873,31.02327,29.66671,34.58297,43.3989,47.78339,45.2639,44.09643,34.021,36.53534,Laptop Charger
7.35146,7.84555,5.80839,8.15809,11.13663,7.81611,5.78002,8.07526,8.18699,11.08665,Desk Lamp
1.12458,0.5137,0.63344,1.13119,1.07821,1.53391,0.44852,1.28217,2.87474,3.24079,Phone Charger
1.93607,0.18472,0.40155,0.64542,0.20707,0.85709,0.76199,1.34723,1.31475,4.21458,Monitor
49.83279,50.23426,52.16731,50.53046,49.99549,51.30797,50.34503,50.5799,50.99412,50.32721,Electric Fan
46.65579,39.08318,39.20006,45.78258,54.282,45.41842,37.52009,42.87667,43.71168,32.4767,Laptop Charger
12.20519,6.99823,6.77214,6.54306,11.42008,8.24467,9.301,6.39776,8.24467,10.1813,Desk Lamp
1.43449,1.06493,0.62955,0.07001,0.45075,0.0958,0.59463,0.90772,1.63885,0.98492,Phone Charger
6.83894,0.70043,0.97823,2.31372,0.80285,1.4827,1.11796,1.32125,2.62801,0.15935,Monitor
52.88451,52.18707,51.9892,52.27714,49.57955,50.39716,54.85538,52.7635,53.01016,50.61664,Electric Fan
45.17571,34.19786,45.60148,37.87722,35.22439,43.07852,38.33323,48.42782,33.75089,45.48066,Laptop Charger
8.51017,11.00787,4.81459,12.43517,7.84135,8.91158,7.84555,7.87495,8.14568,6.31089,Desk Lamp
1.17076,0.30247,0.66849,0.57915,0.73467,0.20607,0.81983,0.93747,0.63344,0.78625,Phone Charger
0.38003,1.11796,1.74291,1.30173,2.95789,2.88337,1.22987,1.45058,0.96558,2.13847,Monitor
50.15393,51.29545,50.33994,54.32977,53.86124,49.3692,50.1118,50.49874,49.44155,51.17509,Electric Fan
40.46363,56.02982,49.31876,32.86903,41.95029,46.21199,36.16134,48.63562,35.86113,36.94555,Laptop Charger
6.71403,7.56608,10.62419,11.28236,8.812,8.4533,16.82567,10.54369,7.32986,8.95127,Desk Lamp
1.17405,1.04165,1.52432,0.17015,0.67983,1.92988,0.94471,1.39579,1.33884,0.72783,Phone Charger
3.51254,2.62215,2.89486,4.21981,4.65791,0.54156,18.56268,1.91131,0.54156,2.18705,Monitor
52.57604,52.01274,48.87985,48.58456,53.33232,52.89672,59.20777,51.82922,50.24573,51.52548,Electric Fan
45.29026,34.18574,46.76604,53.32322,35.41937,43.60166,38.91281,45.44886,31.968,45.84442,Laptop Charger
7.73174,7.98789,6.37494,11.02938,6.22357,7.2258,6.18667,6.16819,8.40441,7.69364,Desk Lamp
0.98492,1.56899,0.81789,0.64542,0.22041,0.08843,0.36273,1.03826,0.22041,0.89087,Phone Charger
0.6592,2.92928,0.35212,0.62473,0.77563,2.10191,1.21676,0.2383,0.73467,0.5137,Monitor
51.77083,48.98663,51.02809,51.87018,50.50509,50.2661,50.0492,50.6141,52.53675,49.93149,Electric Fan
34.27652,47.85306,33.6888,36.04099,37.97068,37.03514,51.14874,39.73271,35.88949,48.60943,Laptop Charger
5.8979,8.28986,6.0336,7.76131,6.8167,7.95032,6.78552,7.24753,8.04202,7.02024,Desk Lamp
2.11411,0.28567,1.22332,0.66608,1.67679,0.44724,0.00397,0.40661,1.43127,0.24068,Phone Charger
0.92455,1.08484,0.87062,2.46884,2.07748,1.38609,1.46344,0.09432,2.91781,1.768,Monitor
51.0218,50.78231,53.71917,50.10031,51.28919,49.97502,52.20806,49.36145,50.58243,51.46556,Electric Fan
42.9643,37.10669,45.21739,49.39246,32.08258,44.42145,45.63044,35.5892,41.39041,50.13733,Laptop Charger
10.69347,7.9712,8.28575,5.64698,8.20761,8.76803,8.04618,8.22821,6.20052,8.26111,Desk Lamp
0.90544,0.33086,1.59126,1.20589,1.85854,0.28112,0.26687,0.31577,0.04711,0.38392,Phone Charger
1.49552,1.86787,1.70517,0.86953,0.84356,1.05828,2.39748,1.32125,2.21128,0.66608,Monitor
49.84177,49.58856,51.83046,52.25001,51.31799,51.00041,51.2027,50.15903,52.63368,51.96567,Electric Fan
31.7983,43.77088,37.09695,36.98955,44.9096,40.98699,50.52539,40.91406,39.41055,41.36655,Laptop Charger
8.26522,8.44923,6.07083,7.55327,7.95032,9.69441,7.81611,4.78943,6.49325,7.55754,Desk Lamp
0.25973,0.84694,0.6764,0.33796,0.33086,0.15575,0.66264,1.09147,1.56581,0.92118,Phone Charger
1.30824,2.18099,0.38039,0.6867,1.7993,2.7737,0.99829,1.59126,1.20364,0.08707,Monitor
53.08203,51.75466,50.40351,51.49428,50.33739,52.31288,50.66474,50.05942,51.08216,51.98425,Electric Fan
32.92784,48.9313,52.33691,44.57411,46.71195,28.90188,44.46018,36.80921,42.55022,36.91782,Laptop Charger
8.35131,10.06909,10.12901,7.8119,4.13589,7.16482,8.51422,9.35546,6.5521,7.03343,Desk Lamp
0.35566,0.62566,0.56588,1.47949,1.47949,0.25616,1.3514,0.79945,0.50672,1.19378,Phone Charger
2.30772,4.54574,2.87186,1.14439,0.99161,1.71147,2.98645,0.15935,0.67983,1.18392,Monitor
52.52939,51.95327,51.15752,51.6763,48.70363,51.00796,52.53184,49.88408,51.89128,52.18213,Electric Fan
45.11314,40.81011,48.57473,54.40256,68.02945,47.08207,60.64337,50.42892,36.22677,54.81747,Laptop Charger
7.99622,6.7766,7.80348,7.92523,7.62572,7.93359,7.09048,9.92986,5.22156,4.97468,Desk Lamp
2.61042,1.41515,0.88412,1.83051,0.23115,1.65468,0.90435,2.31672,0.39097,1.75546,Phone Charger
1.11796,2.26561,1.17076,0.38762,1.51473,1.75546,2.46884,0.28824,2.43321,0.30247,Monitor
52.17719,52.24137,51.11608,52.17842,52.32027,50.67486,49.45705,49.54862,51.23656,49.49962,Electric Fan
45.2639,43.58522,40.16367,61.23829,46.14441,66.9768,45.31869,64.09104,33.12775,43.48784,Laptop Charger
6.36123,6.86559,5.96823,6.88333,7.68517,8.4533,6.80779,7.59593,7.78241,5.15282,Desk Lamp
0.32378,0.88075,0.91445,0.48227,2.33171,2.54572,0.59361,1.05496,2.2626,0.35212,Phone Charger
1.03166,1.22987,3.07742,0.03618,1.05828,0.19962,1.00497,0.73467,2.58693,1.05163,Monitor
52.24014,49.34981,52.65207,49.90074,49.65679,49.80585,51.15627,50.28776,52.42615,49.8097,Electric Fan
60.37845,44.90751,44.84602,36.12319,45.34156,40.51598,49.91291,60.49905,45.83137,54.0024,Laptop Charger
8.92746,8.51828,9.24249,8.42072,9.1328,7.63848,8.69987,9.01855,7.3601,8.76803,Desk Lamp
0.56369,1.11796,0.35731,1.33465,0.41211,1.99833,0.274,1.89581,0.76259,0.05802,Phone Charger
2.06524,0.06529,0.82322,2.10191,1.9175,0.85033,1.67364,2.34369,0.22947,0.33796,Monitor
53.84921,52.16237,51.04821,49.40539,52.59934,51.72482,52.90771,49.74036,53.41109,52.61529,Electric Fan
51.61401,62.07355,46.47203,62.42261,31.60863,61.89625,49.17757,50.5406,47.52988,62.52605,Laptop Charger
8.096,7.58314,8.99483,12.15074,8.70388,8.32675,9.75924,7.36872,7.75287,9.0304,Desk Lamp
1.4216,2.91781,1.38286,0.43672,1.3602,1.51473,1.77113,0.50672,0.85033,0.54055,Phone Charger
3.6383,1.34723,2.39151,2.69231,1.67364,1.87408,10.44447,1.8865,1.11796,0.56935,Monitor
48.62253,51.88631,50.98657,49.84177,52.88085,51.72233,52.7072,50.34248,51.76586,52.6251,Electric Fan
29.9449,43.42187,36.43244,48.74349,50.47083,71.2331,56.80255,43.79797,48.21401,65.46101,Laptop Charger
8.88772,7.1779,4.54062,7.46767,6.42054,9.5372,9.27372,8.42887,8.73598,10.9288,Desk Lamp
0.70729,2.23545,0.91344,0.77222,0.56241,1.42483,0.41041,0.29536,0.74834,0.51362,Phone Charger
1.25605,1.49552,2.10191,1.52113,1.86165,1.17076,2.0346,1.46099,1.04498,4.50987,Monitor
50.14372,51.55542,50.48859,51.9446,53.1757,51.48554,50.03002,52.8222,51.0457,50.86308,Electric Fan
45.53938,54.29454,48.82704,63.1636,38.29043,49.35369,57.66313,40.57736,52.53982,35.66215,Laptop Charger
5.69462,8.13741,8.10843,6.92761,6.60174,5.94482,6.56566,6.9806,9.09348,7.93359,Desk Lamp
0.88412,1.57854,0.59707,0.4332,0.86157,0.4332,1.27891,1.1905,1.54029,2.09275,Phone Charger
1.34074,0.10156,4.05148,2.21128,0.25973,1.32125,2.40344,0.21682,1.71776,2.25959,Monitor
50.75199,51.83418,51.66758,51.29044,49.82766,49.92508,49.03474,49.2372,51.16631,53.16476,Electric Fan
39.4996,43.60238,50.95761,34.19007,54.48004,47.31812,51.43244,34.88308,45.91237,46.33944,Laptop Charger
9.51794,8.53044,9.32436,9.30879,8.88772,8.14982,7.24318,6.98501,7.3989,4.95974,Desk Lamp
0.59361,0.02889,1.59126,0.29892,0.22041,0.02961,4.06206,0.24902,1.37639,0.88412,Phone Charger
0.78244,2.16886,2.81421,0.00763,0.64542,0.25973,1.09147,0.95813,1.661,1.9175,Monitor
50.15647,50.80756,49.42993,53.19757,51.84288,51.97806,51.8019,51.35929,51.4818,51.92848,Electric Fan
35.44295,47.89019,32.14337,36.10327,45.01565,38.25078,42.71479,31.87137,38.18885,44.52631,Laptop Charger
6.13117,5.93544,7.108,5.54167,4.97468,8.31856,10.66433,9.26981,8.18286,6.83005,Desk Lamp
1.34398,0.4906,0.44023,1.22004,0.31954,1.29847,0.42969,0.09069,0.20966,1.9546,Phone Charger
0.0216,1.07157,0.10318,1.19353,1.2887,0.30247,4.80453,1.56581,0.97823,1.78679,Monitor
50.69763,52.1846,51.6352,49.50091,48.21269,50.87318,54.75107,51.81805,51.83543,51.68625,Electric Fan
45.12148,53.15139,43.77017,47.42042,50.70142,52.44398,38.75284,42.35222,50.20876,45.94322,Laptop Charger
7.42472,8.19936,8.52233,6.68267,5.40665,7.25621,7.39459,8.23232,7.51908,7.75287,Desk Lamp
0.64887,1.01165,0.29536,0.83339,1.56899,1.79304,1.99159,1.32125,1.08484,0.88148,Phone Charger
0.63163,2.55161,0.57629,0.47177,0.79605,1.50193,0.28192,1.94225,0.93799,3.72514,Monitor
51.54669,51.17634,51.99044,52.356,50.90091,51.37681,51.37181,52.01397,53.16354,49.29547,Electric Fan
36.38214,50.01723,36.96185,43.62026,53.58826,38.61363,39.76428,53.23524,29.85877,46.75184,Laptop Charger
5.86968,8.72395,8.86783,6.15894,7.53191,10.30032,8.43294,4.13063,6.3063,7.79506,Desk Lamp
0.0553,2.22337,1.28217,1.08816,0.84017,0.99829,1.12458,2.7708,2.85747,1.61984,Phone Charger
1.30824,0.45075,0.93799,0.222,0.76653,2.01004,0.82322,1.05163,0.56935,2.0897,Monitor
52.15249,51.29921,49.57568,53.0942,51.29169,50.48352,49.37825,51.12237,51.95203,51.09724,Electric Fan
48.47836,32.48299,43.79583,44.24858,30.1775,53.46374,38.37995,35.82024,35.55646,50.79241,Laptop Charger
3.90794,7.98372,4.82465,6.38407,4.74908,5.91199,7.23884,11.15089,9.32436,11.55345,Desk Lamp
0.68327,0.20607,1.80242,0.76199,0.14017,0.29319,0.12536,0.22757,1.30173,0.04711,Phone Charger
1.36817,1.96077,0.50672,2.46884,0.04428,2.02233,0.30958,0.47877,2.7563,0.77563,Monitor
51.91236,52.05852,52.19695,53.24859,51.7758,49.93661,51.56291,50.55836,53.48613,52.2241,Electric Fan
49.78017,28.67455,41.38966,43.58021,39.3027,30.52393,42.48455,45.23823,33.60996,42.90349,Laptop Charger
5.31925,7.84555,6.46602,4.55597,6.37494,7.63422,10.14023,8.0711,8.68379,7.31688,Desk Lamp
0.58668,1.87719,0.98492,1.68626,0.42266,0.83339,0.22757,0.32331,0.76881,0.38392,Phone Charger
3.07175,0.74834,2.81998,2.0346,0.91782,0.97153,1.82427,1.24951,3.21837,1.99159,Monitor
53.13314,51.66509,51.33677,49.41701,50.434,50.99915,49.86742,51.65139,51.7932,51.62149,Electric Fan
50.8145,41.62176,34.71916,43.87345,54.81214,50.38,30.35581,44.25635,40.11478,31.90877,Laptop Charger
9.44847,9.84662,9.91475,10.91079,9.94118,8.93937,7.15609,6.41599,7.28657,7.63848,Desk Lamp
1.16417,2.21733,1.17076,0.33441,1.22004,1.82116,1.14109,2.40344,0.4447,1.30959,Phone Charger
2.52211,2.15671,3.59468,3.59468,3.83295,0.02227,2.9006,1.8492,0.67296,1.18529,Monitor
50.70142,51.07713,51.18137,51.1299,50.46194,50.8063,51.57912,50.6103,51.619,53.27287,Electric Fan
44.65905,38.17535,31.01955,45.01913,38.86816,40.69387,47.24245,37.07988,30.02322,43.20618,Laptop Charger
6.6692,8.65966,4.6274,9.12887,8.30627,3.6056,7.83294,4.73898,6.23739,5.77055,Desk Lamp
0.50672,0.75517,0.16655,0.1305,0.23321,0.84017,0.1305,0.41422,0.00032,1.24951,Phone Charger
1.57854,3.20154,0.80285,0.3592,1.22654,0.33463,1.0981,0.70729,1.37962,0.14493,Monitor
50.2903,51.00796,51.81805,51.10226,50.38953,52.62878,52.02388,50.71154,52.68025,52.1389,Electric Fan
29.60602,41.4865,44.73265,47.04307,36.51642,53.30624,37.28754,43.0265,40.97045,49.44219,Laptop Charger
8.22821,9.57566,5.79421,6.42054,5.95887,7.08172,6.67818,8.10843,10.48863,6.86559,Desk Lamp
0.03618,0.91445,2.96075,1.3602,0.02594,0.11604,1.02832,1.83363,0.55894,0.24817,Phone Charger
3.20715,2.70397,2.26561,1.20364,2.9006,4.80956,1.79304,1.661,0.47877,0.30247,Monitor
50.9639,50.28776,52.17472,52.42,51.53671,52.32644,53.35656,53.578,50.76841,51.93716,Electric Fan
55.71025,37.51525,42.57793,47.32548,57.46353,33.33909,47.23307,33.29054,36.62735,50.84226,Laptop Charger
6.02427,5.25582,7.14299,9.2542,6.29713,6.67369,7.28657,4.74908,5.08873,9.00274,Desk Lamp
0.75175,1.0483,0.54441,2.33471,0.80997,1.40547,2.42131,0.43672,0.70043,1.24624,Phone Charger
0.87062,0.91782,2.99785,2.19917,0.29536,2.01004,0.24545,2.26561,2.053,2.42726,Monitor
50.79998,50.52793,50.06581,52.59321,51.93468,52.70108,48.33384,52.77574,49.77889,53.27287,Electric Fan
31.09863,43.30406,31.78184,49.89882,33.56259,56.40573,46.76063,47.51455,61.2426,46.87337,Laptop Charger
8.10843,7.26923,11.966,9.1328,16.25441,9.40202,8.43294,6.64225,6.61075,10.03155,Desk Lamp
0.18813,0.17015,0.3698,1.70832,0.12688,0.99495,0.39097,0.45075,0.07981,1.4216,Phone Charger
1.43127,7.95449,10.73711,1.96694,9.08166,2.47477,0.00032,0.1088,2.4807,1.22332,Monitor
51.73477,52.16731,52.67413,51.71611,54.6454,51.23029,50.60776,52.7476,49.79558,53.27651,Electric Fan
29.79165,34.02447,38.54743,42.54439,43.99499,35.35025,31.0242,39.52822,60.61017,52.15126,Laptop Charger
5.24604,7.4032,6.25579,8.55878,9.05013,4.52525,6.37494,9.8845,5.71363,7.60019,Desk Lamp
0.6764,1.01832,0.32023,0.57142,0.12906,1.17734,0.02961,0.09211,0.37333,0.24902,Phone Charger
2.65143,0.23115,0.90435,2.33771,2.58105,3.1678,2.10191,0.45075,1.43771,0.33087,Monitor
52.50974,52.47041,52.18337,49.75962,52.63368,50.56976,50.48859,52.28947,52.5478,49.41701,Electric Fan
45.34364,37.00909,36.46622,45.23683,62.95573,62.66215,56.72315,45.99187,35.84862,38.78268,Laptop Charger
7.07733,9.39426,9.92986,6.49325,5.27536,6.53402,5.00948,9.22294,6.67369,6.10335,Desk Lamp
1.34398,0.98826,0.26687,0.93127,1.51201,1.04498,0.29536,0.222,1.71462,0.53808,Phone Charger
0.88412,2.28367,2.36165,0.91109,0.33796,1.14439,1.38609,1.03832,1.96694,1.22987,Monitor
52.45566,50.3552,50.99034,51.87515,53.86364,52.48025,50.10158,50.64955,51.08718,53.40018,Electric Fan
34.03923,34.30243,55.25389,45.44194,41.99084,48.91438,55.92851,42.69588,49.44219,46.63006,Laptop Charger
11.00428,9.99018,8.748,5.02437,8.28986,10.85667,9.41364,9.04619,8.97108,7.62147,Desk Lamp
0.77903,0.78584,0.62955,0.86386,0.73125,1.83363,0.5021,0.0143,0.55894,0.43326,Phone Charger
0.56241,1.76173,0.41041,2.18705,2.5928,0.91109,0.73467,4.16217,2.96932,0.70043,Monitor
51.5654,50.88704,51.73975,50.95635,50.21769,52.95774,51.90864,51.54794,52.98091,52.35846,Electric Fan
50.60776,43.89337,42.2819,51.67443,49.57826,45.29373,42.93318,47.42911,41.10033,41.33745,Laptop Charger
9.744,7.13425,4.19888,6.35666,10.31145,9.63703,7.09486,8.8917,5.87439,3.99318,Desk Lamp
0.00397,0.07981,1.05828,2.3407,1.31475,1.12127,0.30247,0.24068,0.33086,1.30824,Phone Charger
2.4094,1.92369,0.81643,2.66896,0.6867,1.86165,1.72405,1.66732,0.36627,0.274,Monitor
53.48371,51.84412,54.35842,50.58623,51.55044,51.9731,51.58909,51.05702,53.0321,52.90649,Electric Fan
45.20698,39.54909,48.52755,37.83402,46.32855,38.01774,46.79508,55.02157,56.62923,50.53236,Laptop Charger
4.5662,9.42138,9.37487,9.82386,5.73263,7.36441,6.53402,5.92137,7.36872,8.19112,Desk Lamp
0.45615,0.60053,0.25191,0.01065,0.2918,1.6008,0.5021,0.06265,2.06524,0.66608,Phone Charger
0.5346,2.53392,0.3945,1.53391,0.31954,0.81643,0.61782,0.78924,0.6592,0.92455,Monitor
50.77599,52.6729,53.50064,52.93578,51.93716,53.71315,52.668,52.60302,52.88085,50.3552,Electric Fan
62.9531,57.04824,47.69635,56.32006,39.77198,50.39907,70.17038,64.65511,46.64157,48.74937,Laptop Charger
7.02024,7.86655,6.94087,7.59593,10.28919,5.41149,5.9729,8.19112,6.16819,5.77529,Desk Lamp
1.05163,0.15575,1.29521,0.87737,0.6867,1.4538,0.02227,0.59076,0.08707,1.33425,Phone Charger
2.42726,0.88412,0.61782,1.71776,1.41838,0.94471,0.17728,2.27766,0.6179,1.20364,Monitor
51.79444,49.84305,51.00545,51.26538,52.82831,51.03313,51.27917,50.34884,51.85653,53.05281,Electric Fan
43.6567,50.56913,45.57251,55.00917,44.95218,48.52427,50.10796,61.62413,34.78155,38.67975,Laptop Charger
8.53854,7.108,7.99622,6.43875,8.05449,11.04371,5.50802,8.79602,4.12537,9.85799,Desk Lamp
0.28192,3.57829,1.03832,2.07136,0.17734,1.52113,0.38745,0.21826,2.2957,1.24624,Phone Charger
1.87408,0.7902,1.11796,0.95142,2.19917,12.04487,0.81643,2.32572,1.7993,1.83675,Monitor
49.14254,51.40807,50.19729,52.44337,50.98657,54.5598,53.63475,54.43953,50.69763,51.68501,Electric Fan
42.36906,46.34897,50.29221,63.14625,61.08057,38.03129,38.31105,34.54349,32.40375,40.76636,Laptop Charger
7.32553,9.0659,8.53449,9.24639,7.79506,10.12527,6.33837,7.3385,7.30823,7.73597,Desk Lamp
1.7774,0.58322,0.58668,0.55199,1.11135,1.01499,1.05496,1.0748,0.70386,1.10332,Phone Charger
0.83678,2.935,2.02233,0.08843,1.42713,2.0958,1.80554,3.18468,0.55546,0.52067,Monitor
52.90038,52.11418,51.73353,52.65329,52.82465,51.80438,52.14384,50.86308,50.8492,52.87352,Electric Fan
41.02906,45.60424,48.61664,39.67801,34.93333,40.42034,48.29634,34.45324,42.04241,40.85006,Laptop Charger
7.95867,5.86968,5.98225,8.55473,7.15609,7.00703,7.82453,5.57525,9.14851,6.20513,Desk Lamp
0.77222,0.96818,0.45426,1.32125,1.12127,1.28217,0.48926,1.25932,0.89424,1.13449,Phone Charger
0.57629,1.34723,1.38609,1.4827,0.60399,2.5928,1.3602,0.49276,0.54156,2.36763,Monitor
52.98579,51.00922,51.74348,52.38678,49.70823,53.11246,51.47805,51.36805,50.40732,49.89049,Electric Fan
33.84954,43.73095,35.84027,43.6224,41.69519,41.69816,36.14807,52.03192,33.37348,35.78348,Laptop Charger
6.88333,5.9729,4.69343,8.40033,9.0856,6.23279,7.68517,8.52638,10.6315,7.50624,Desk Lamp
0.41915,0.01861,1.07157,0.44852,1.0483,0.65231,0.35566,1.38932,0.29695,0.52131,Phone Charger
1.43771,2.34369,2.46291,1.8492,0.30247,1.30824,3.70348,1.22987,0.01495,2.28969,Monitor
50.52919,50.88327,48.57276,52.07213,50.67612,52.36708,51.29295,50.48732,50.59004,49.6259,Electric Fan
46.9731,39.68417,34.1589,47.4605,50.49558,40.57661,40.77466,42.37857,49.25793,56.65978,Laptop Charger
9.07773,6.76767,6.84782,9.29711,7.54473,8.748,6.47964,7.47625,7.71058,8.15809,Desk Lamp
2.0346,1.36344,0.93346,0.14493,0.13646,0.38762,0.57975,0.75858,0.89087,0.12536,Phone Charger
0.86953,2.80843,0.74151,1.81803,2.87186,0.40155,1.33425,0.61091,1.75546,0.73467,Monitor
51.08844,50.31704,48.68533,51.45306,49.44542,50.73556,49.71722,51.0897,50.75072,52.56376,Electric Fan
42.94042,49.48285,60.79609,37.41526,35.75506,44.62257,34.22121,48.8616,35.24976,45.63044,Laptop Charger
6.59724,5.9495,6.76321,8.68782,8.33494,8.096,4.13589,5.96355,5.9729,7.79927,Desk Lamp
1.01832,0.38039,0.50594,1.49232,1.29521,0.45615,0.82322,0.76259,1.43449,0.5021,Phone Charger
1.06493,2.9006,1.93607,1.30173,2.58105,1.15758,1.12458,1.54668,2.26561,1.61667,Monitor
51.21399,50.26229,50.54568,51.25787,49.58469,52.1562,54.60143,51.62523,50.04664,53.18542,Electric Fan
37.88042,47.38301,38.91672,40.35344,48.54328,38.4914,45.32077,35.02858,36.79367,47.45716,Laptop Charger
4.39142,5.90729,7.32986,6.57017,6.15894,5.56567,6.20052,7.69788,5.24115,10.96837,Desk Lamp
1.38932,1.38286,0.62127,0.2383,1.23068,2.22337,0.14758,1.44093,2.31372,1.17734,Phone Charger
0.71151,1.43127,0.21682,2.6748,0.15935,0.77563,1.86787,2.61042,2.96361,2.66896,Monitor
50.79872,50.84794,50.12201,51.09724,48.88897,54.53362,52.01397,53.54417,53.52724,52.93944,Electric Fan
32.0535,45.7592,43.28105,34.03229,42.50572,64.94608,42.01516,39.28483,44.73966,48.2542,Laptop Charger
