1s,2s,3s,4s,5s,6s,7s,8s,9s,10s,appliance
43.4649,42.38661,45.98845,45.21114,50.52095,47.49721,47.29269,43.28393,48.12366,49.11464,Laptop Charger
0.28824,2.51029,1.68626,15.62644,0.59463,17.97461,1.86165,1.8865,2.7621,3.10573,Desk Lamp
0.83772,0.06166,0.40661,1.09479,0.00699,0.02889,0.16242,1.82739,2.02233,2.13847,Phone Charger
0.81643,0.33796,1.5849,0.45075,0.6179,2.69231,0.3945,1.50833,0.155,1.81803,Monitor
54.012,51.87205,52.50359,51.30422,50.70712,54.21446,51.80748,49.49446,54.15522,51.66571,Electric Fan
40.13159,35.69063,34.2385,49.65936,42.19167,59.88469,62.00952,46.60229,36.28882,31.94067,Laptop Charger
19.49154,1.99159,17.76768,2.78528,1.11135,9.01065,1.62935,1.97927,2.42726,0.08843,Desk Lamp
0.71151,0.57975,1.20692,2.51916,0.53808,1.92988,2.25054,0.27043,0.4447,2.11715,Phone Charger
0.30448,1.76173,2.24149,1.37315,3.08309,0.16655,2.1202,0.43672,0.17375,1.69887,Monitor
54.33395,50.38699,52.28638,53.20547,51.22089,51.24846,52.5564,53.49641,53.51818,54.29813,Electric Fan
40.48184,43.82718,52.84298,54.42642,65.61018,49.59629,49.79878,35.18547,44.58886,49.4893,Laptop Charger
6.16819,0.20248,0.63163,4.13063,1.61032,1.71147,2.053,1.46344,0.78924,8.79602,Desk Lamp
0.22573,1.33425,0.92118,0.23694,0.37686,1.23315,0.03327,1.33749,1.67679,0.76653,Phone Charger
0.97153,1.41838,0.50978,2.53982,1.91131,1.13779,1.20364,1.13779,0.61091,1.10473,Monitor
53.52422,51.96009,53.16232,51.85591,52.05482,52.4532,53.08811,50.48732,54.30888,52.89245,Electric Fan
41.90822,37.17895,44.5699,47.85438,34.08523,38.7277,45.36234,49.78531,49.02889,36.75276,Laptop Charger
0.96483,3.61651,15.80907,1.15758,19.41932,3.27994,2.8373,0.49276,12.85536,8.31037,Desk Lamp
0.33796,0.58322,2.9893,0.39097,1.49552,0.07256,0.67296,1.13119,0.04061,0.35212,Phone Charger
2.7563,2.55161,0.84356,1.55306,0.82322,0.29695,0.92455,0.95813,0.32378,0.05898,Monitor
53.28622,51.68936,51.77518,52.09811,50.78799,52.78674,52.86558,54.17019,53.32868,52.53184,Electric Fan
37.65282,47.85372,47.46384,52.5564,42.0586,40.42262,37.04979,40.22472,53.67999,43.62598,Laptop Charger
1.34074,3.44095,1.05828,17.52894,1.7993,14.25457,0.46477,1.89891,6.34294,1.4827,Desk Lamp
0.80206,1.78679,0.14493,0.96818,0.09211,1.8834,1.07489,0.0958,0.25973,0.84694,Phone Charger
2.19311,2.10191,0.10156,0.56935,1.15099,1.03832,2.6748,0.52764,1.86787,1.34723,Monitor
51.3424,55.20149,52.8436,50.80946,52.93029,51.8677,52.83503,54.25571,52.26234,50.26802,Electric Fan
42.14686,45.4855,46.36598,44.82645,45.36719,41.7152,44.83484,44.11131,47.67973,50.5837,Laptop Charger
1.72405,2.30171,3.10573,0.48577,18.31977,15.30825,0.274,2.39151,1.48911,15.73852,Desk Lamp
2.45698,0.16242,1.07821,2.49255,0.12327,0.12688,1.00993,0.70386,2.62215,0.02961,Phone Charger
1.30959,2.13238,2.10191,2.92928,1.99774,0.75517,1.8803,1.09147,3.49055,0.79605,Monitor
53.68663,54.24256,51.38744,54.10312,54.69826,52.00592,52.1951,51.7018,51.87018,52.8332,Electric Fan
44.87677,43.90119,40.94866,36.58137,38.25712,36.26401,37.28511,36.22098,37.81561,43.87772,Laptop Charger
14.27016,7.10362,14.51519,0.44852,3.25758,0.92544,1.2887,1.68626,1.96694,2.22941,Desk Lamp
3.37178,1.26912,0.55597,0.12166,0.10518,0.61436,0.79945,0.46827,0.09949,1.89271,Phone Charger
0.60399,0.57629,1.45701,0.69357,1.50833,0.91782,1.45058,3.61105,0.05802,1.18529,Monitor
52.59566,53.41956,51.49678,52.87718,51.50302,52.11974,52.95896,54.69589,52.05049,52.51649,Electric Fan
41.39339,38.71985,41.07258,41.05682,42.0402,42.41952,42.32147,45.58493,43.93959,46.42107,Laptop Charger
0.94471,0.44374,2.72725,1.68626,7.76554,4.17266,15.2843,18.53609,10.28177,14.54603,Desk Lamp
2.69231,0.17734,0.99495,1.62935,0.36627,0.86555,0.94471,1.94842,1.07821,0.47177,Phone Charger
0.6724,3.25199,0.76199,0.44374,1.03016,1.27565,1.43127,0.76881,0.23115,3.12268,Monitor
53.33232,53.63957,55.82006,53.33353,52.78185,53.00102,52.82893,53.71797,53.97359,54.35306,Electric Fan
48.9619,46.78833,38.94333,33.95058,36.67575,41.06583,47.47852,40.62808,32.61325,41.42618,Laptop Charger
10.77341,13.25515,10.15144,16.01666,11.29298,15.67959,13.41385,13.39447,17.58125,0.44089,Desk Lamp
1.00163,0.11057,1.54668,0.37333,0.27756,0.21453,0.32331,0.88075,0.75175,0.37333,Phone Charger
0.14758,1.14439,1.24951,0.5137,2.24753,0.63344,1.22332,2.25356,0.7272,0.20966,Monitor
53.05829,51.79941,51.83605,51.75902,53.89731,53.20972,51.68314,52.28269,52.64226,51.95885,Electric Fan
49.3207,44.00138,31.60587,38.57582,47.23976,42.58595,33.88441,45.77227,44.06807,33.13306,Laptop Charger
0.95142,2.98074,3.3579,0.44374,2.11411,2.70979,9.64087,8.58304,18.21774,17.50688,Desk Lamp
0.38003,0.75175,1.48591,1.67679,0.50672,0.38003,1.45251,0.47877,0.59076,2.73597,Phone Charger
1.24309,0.00032,1.70517,1.83051,1.51473,1.77426,1.56581,1.86787,1.82427,0.55546,Monitor
55.91394,51.79568,52.57481,53.60094,55.55868,54.86603,50.65018,51.48741,51.59969,51.88941,Electric Fan
46.48697,37.75232,39.71192,47.50654,56.21804,56.01644,38.87443,37.25677,45.64285,37.14812,Laptop Charger
3.73595,10.72258,1.47628,1.30173,1.31475,1.81179,1.64835,2.37957,1.64835,1.94842,Desk Lamp
2.15367,0.28567,0.11796,1.49923,2.29871,0.29695,2.55161,0.03694,0.13646,0.20334,Phone Charger
4.10956,0.19962,0.77563,3.2911,0.06529,1.37315,0.80964,0.85033,0.63163,0.5346,Monitor
53.70591,53.55504,51.62025,53.74207,52.13704,53.20547,52.33444,54.06417,53.36565,52.81732,Electric Fan
46.85516,42.34856,41.88903,62.4173,40.15298,58.33273,60.17008,32.42718,48.65328,36.20359,Laptop Charger
1.49552,2.62215,1.74291,2.04687,0.28943,10.31515,14.07301,13.12808,10.32997,2.11411,Desk Lamp
0.02594,0.78584,0.44023,1.64835,1.04165,0.11057,1.66416,0.98157,2.56634,2.31072,Phone Charger
2.33771,1.07821,1.08484,2.16886,3.73595,0.65679,0.55546,0.97823,1.92988,1.01832,Monitor
52.07337,50.90091,55.03398,55.43083,53.40745,53.60034,52.26481,53.00833,53.13922,52.85825,Electric Fan
43.37736,32.26924,52.10862,31.00465,45.68625,34.30243,49.55958,36.69379,48.69905,36.37966,Laptop Charger
3.77375,0.75517,1.46344,2.92355,16.43853,15.84719,7.15609,6.88333,0.81643,1.96694,Desk Lamp
1.4229,1.55943,2.01004,0.78924,0.39097,1.14832,0.697,0.39521,0.97363,0.47527,Phone Charger
3.92396,2.58693,1.23643,3.06041,0.0216,2.63972,3.14526,0.61782,0.6179,1.52113,Monitor
53.41109,51.23656,52.37077,51.66322,51.61526,51.85343,51.2635,55.40793,53.29532,52.71577,Electric Fan
49.26958,40.01149,47.61252,39.23974,47.2813,44.79426,37.51606,48.06686,34.02186,42.89551,Laptop Charger
0.82322,8.24055,14.43171,9.98265,5.57525,2.33171,2.47477,0.98975,2.935,0.64542,Desk Lamp
0.70386,1.51153,1.28876,1.43771,0.70729,0.6764,2.61335,0.48926,0.47177,0.12327,Phone Charger
0.67296,1.0981,3.04906,0.6867,0.52764,1.97927,1.96077,0.41563,1.17076,1.73034,Monitor
52.80814,51.87825,53.47282,51.97682,51.59283,51.12237,54.98553,55.85506,51.40995,50.77536,Electric Fan
49.67801,39.04884,42.21736,49.43574,42.42537,36.65607,42.59688,50.0607,42.95128,36.75522,Laptop Charger
2.14455,0.84356,3.98255,1.43127,10.2929,3.98255,13.4912,2.7737,13.26165,1.43771,Desk Lamp
0.04428,0.95477,1.17734,1.90201,0.03618,1.8803,0.98169,0.61436,0.54156,0.64542,Phone Charger
1.12458,1.45058,0.06633,4.06735,0.65231,1.64835,1.04498,0.63163,0.13276,1.21676,Monitor
51.34303,49.88472,52.52877,51.93902,53.60819,52.99798,52.04244,53.43772,54.85834,52.58585,Electric Fan
42.54366,48.34896,58.16552,41.18572,38.41792,43.49285,50.63183,49.16135,40.55615,37.20248,Laptop Charger
11.00069,3.6383,12.00718,4.515,13.76634,5.08378,14.45957,1.89891,12.66288,13.07247,Desk Lamp
0.71071,1.88961,0.84356,1.62935,1.04231,0.54826,1.94534,0.01129,0.19217,0.33441,Phone Charger
0.97823,0.54851,0.73467,2.12629,0.59015,0.91782,1.13119,0.05802,0.5021,2.57517,Monitor
53.42743,53.1915,53.69506,53.92015,51.62897,51.56415,52.75738,50.22853,54.02579,53.03514,Electric Fan
47.37431,57.48118,38.72928,41.35909,49.80713,41.06207,44.89005,50.31258,33.38669,52.46734,Laptop Charger
13.65794,17.53445,9.42912,11.15446,5.87439,3.83295,2.23545,4.25116,13.81719,9.10528,Desk Lamp
0.47527,1.25605,2.4451,1.03832,1.05828,0.89345,0.32023,1.3245,0.33441,0.60053,Phone Charger
0.01495,0.5137,2.70979,1.14422,3.46302,0.18472,1.29521,0.31668,3.0377,3.11138,Monitor
51.26789,52.06286,51.15501,53.13314,53.02966,51.9105,52.69373,52.412,54.34052,49.92892,Electric Fan
32.40826,44.76486,38.84465,44.26978,42.72133,43.54013,45.59666,43.63527,50.88956,39.21874,Laptop Charger
6.28336,1.87408,1.07157,16.89906,9.32047,4.66807,1.768,2.22337,1.91131,12.63287,Desk Lamp
0.81789,0.41211,0.50978,0.79945,1.27565,0.59361,0.31577,0.4638,0.70386,0.89424,Phone Charger
0.41563,2.18099,0.33463,1.27565,1.74918,1.30824,0.85709,0.35731,0.97823,1.99774,Monitor
50.63689,53.81432,52.59444,49.30906,49.10231,53.84441,52.08697,54.49671,51.92477,51.96814,Electric Fan
49.94813,38.39023,52.79836,35.21255,41.22089,42.17478,38.12048,48.03051,43.91257,38.58055,Laptop Charger
15.43659,8.87977,7.59593,3.30226,4.35518,1.50193,2.62215,0.6592,3.75217,4.07263,Desk Lamp
0.14854,2.88049,1.14832,0.4906,1.94225,0.04428,1.04165,0.54826,0.12327,0.20334,Phone Charger
1.08484,0.68802,0.87737,0.20248,1.24951,1.14422,0.47877,0.3592,0.85709,0.48676,Monitor
53.7782,54.94651,54.42582,53.42077,50.51651,53.25527,52.41692,52.03378,51.95761,53.87988,Electric Fan
52.74943,44.67659,39.48413,50.28966,51.21211,36.40441,42.16303,48.82508,40.99075,43.40823,Laptop Charger
8.51017,7.39028,18.58394,15.03755,1.28217,3.66549,0.5346,3.87585,2.55161,17.00036,Desk Lamp
0.94135,3.03201,0.66459,2.69814,1.69572,0.27756,2.48662,0.85371,0.81643,1.97927,Phone Charger
0.07981,0.13276,0.74834,1.18392,2.28367,1.30173,1.15758,0.42266,2.48662,0.49276,Monitor
52.22286,52.84542,51.73415,52.87352,53.6444,53.47222,52.40401,52.6251,50.60334,53.04245,Electric Fan
45.15694,45.57113,33.48792,42.35002,47.16667,35.03792,42.36174,49.64135,37.67049,46.49308,Laptop Charger
13.07902,1.34074,3.61651,1.52113,2.48662,6.09871,16.32936,19.59185,2.59868,3.30783,Desk Lamp
0.07369,0.19217,1.51628,1.07157,0.81393,1.38498,2.55161,0.50672,0.63853,0.56756,Phone Charger
0.74151,3.93463,0.71414,1.03166,0.30247,0.80285,3.61651,3.52352,0.12327,0.24443,Monitor
54.10312,53.24313,52.38678,53.29168,51.01174,55.05878,50.25337,51.76088,53.62509,49.85074,Electric Fan
51.48554,57.61485,47.98951,35.80019,40.38006,50.1788,33.7098,45.01076,43.33641,36.29295,Laptop Charger
0.16985,4.82967,10.9432,16.338,13.97542,2.07748,0.47177,1.45701,1.39902,0.25259,Desk Lamp
1.90201,0.10156,0.55199,1.03166,0.01861,1.13119,0.89761,0.42564,0.57975,1.07489,Phone Charger
1.02206,3.26318,0.23115,2.14455,3.08309,1.70517,1.5849,1.98543,0.41041,1.24297,Monitor
53.54839,51.41495,50.81829,50.30749,52.35846,53.2577,53.09299,52.03068,52.23705,53.09968,Electric Fan
46.34217,39.89802,36.47692,61.1184,40.2895,37.7411,46.24678,35.28018,45.62079,48.71866,Laptop Charger
2.04687,2.27766,3.529,0.77563,4.24072,2.1202,5.35329,4.33443,13.88694,8.28165,Desk Lamp
1.64519,1.36398,0.80964,0.04711,0.03694,0.91344,1.07821,0.75858,0.55546,0.77903,Phone Charger
0.08106,1.36667,0.21453,2.2957,1.08702,1.74918,2.70397,0.82322,1.17734,0.47877,Monitor
51.95142,52.43476,53.62388,52.15681,51.52798,52.93883,51.77083,53.21337,52.8112,52.76166,Electric Fan
46.11912,45.43779,47.99546,40.25293,51.26476,32.20409,44.21889,40.77165,42.38589,39.75735,Laptop Charger
14.87071,9.64852,14.22648,7.32553,10.98633,5.11341,7.19098,2.11411,5.03924,2.87186,Desk Lamp
0.65576,0.53112,1.8492,1.92369,0.99161,1.24951,2.61922,0.49625,0.80997,0.85709,Phone Charger
0.10156,1.13779,0.6867,0.274,0.05802,0.03618,0.61782,1.768,0.11604,3.66006,Monitor
53.59853,53.01565,51.45119,51.1958,51.27478,52.84786,52.53491,50.20813,53.06985,53.50306,Electric Fan
45.98366,32.86011,47.43846,38.17932,35.93116,49.11139,43.21843,39.31513,36.18288,36.32931,Laptop Charger
1.78679,0.17375,2.20522,6.37494,10.90358,12.25273,4.35518,4.44819,0.18094,2.7737,Desk Lamp
0.47145,1.661,0.58689,0.7654,2.56045,0.38383,0.27756,1.56581,1.15758,0.11604,Phone Charger
1.43127,0.70729,0.43672,0.54156,2.26561,2.31972,0.26687,1.39255,2.71561,1.23643,Monitor
51.5548,52.83565,51.86088,53.13557,51.68439,52.79041,53.80951,53.05951,52.95896,54.89682,Electric Fan
44.05673,45.44055,40.34203,31.05213,41.47385,44.81666,35.76342,35.44379,50.24573,35.98444,Laptop Charger
1.20364,14.81282,15.27831,4.09902,4.60193,1.41193,2.66312,0.6592,5.17741,4.45848,Desk Lamp
0.90144,2.31372,0.97153,1.02832,0.43707,0.56588,1.95151,1.44737,1.27213,0.22399,Phone Charger
2.79686,0.75517,1.22332,1.29292,2.40344,2.15671,4.01971,0.44852,0.51746,0.05898,Monitor
52.23767,52.1321,55.05406,51.8348,51.09912,52.63552,51.82239,52.20188,51.1776,51.45369,Electric Fan
35.20916,49.97629,31.74798,45.57941,43.68527,34.9112,46.62057,43.89479,30.10139,41.19021,Laptop Charger
13.01346,14.50901,4.89984,4.24072,2.4094,7.48482,15.71497,5.95887,4.68836,3.20715,Desk Lamp
0.61782,0.66264,0.81983,1.62618,0.94471,0.70386,1.36344,0.44852,1.11135,1.4087,Phone Charger
1.71776,0.76653,2.85459,1.2846,1.76173,0.93799,0.274,2.24149,3.12833,0.07369,Monitor
52.40154,53.11124,50.1603,52.25555,56.39532,52.20127,50.73809,52.0777,53.14104,52.89062,Electric Fan
51.41621,35.63869,41.11457,48.40745,48.30423,38.36332,54.49374,51.52237,36.50244,41.78628,Laptop Charger
14.19524,4.38107,3.47954,11.87996,5.84613,2.71561,9.33214,4.49961,2.97503,8.4533,Desk Lamp
0.35566,1.4538,0.21324,1.67995,1.42805,0.89424,0.5021,0.19962,0.25973,0.75471,Phone Charger
1.54029,1.84298,0.3945,1.98543,0.59463,1.68626,1.02499,0.65231,1.50833,2.4094,Monitor
52.93334,53.79747,53.55927,52.0443,51.97,51.41308,52.03749,53.24009,53.01443,51.56166,Electric Fan
52.0944,44.31285,38.3744,40.29483,47.6478,49.77311,42.93825,34.7901,35.07188,48.52689,Laptop Charger
2.88337,11.79359,4.78943,2.8373,15.4931,4.70357,8.22409,13.75044,3.43543,7.23884,Desk Lamp
1.00831,2.04993,1.14109,0.24817,0.19531,1.02499,1.30173,0.67296,1.25932,1.85854,Phone Charger
1.07157,1.83675,1.51201,1.24951,0.07981,2.91781,0.04347,3.0377,1.32775,0.46477,Monitor
52.20806,48.73696,53.20365,50.97649,53.89791,52.62081,52.11666,52.37262,53.0942,53.89731,Electric Fan
51.4262,37.41687,31.86589,37.5869,49.32199,56.20353,42.34416,49.19184,46.1205,38.74263,Laptop Charger
13.78861,3.07175,3.16217,15.50201,5.8979,2.7563,1.22987,13.31681,11.7034,4.68836,Desk Lamp
3.12268,0.54504,0.2918,0.64511,2.62508,0.12906,1.70517,0.84694,1.92369,0.12688,Phone Charger
0.78924,0.25259,0.83678,1.03832,1.31475,2.54572,1.50193,1.17076,0.08707,0.3592,Monitor
53.23159,52.21176,52.74943,49.92508,53.17023,51.45369,52.71699,52.11418,51.0853,53.02783,Electric Fan
33.61872,45.65388,35.8945,36.72574,44.22243,36.64295,43.81222,43.20618,32.70734,43.18456,Laptop Charger
1.96077,1.89271,14.04472,14.87071,7.53619,4.25116,1.22987,7.03343,14.10441,5.81783,Desk Lamp
0.46762,0.61782,0.66952,1.52432,0.05075,1.17076,1.93607,0.64542,0.95813,0.97153,Phone Charger
0.21682,2.30171,0.14493,1.40182,2.19917,0.86953,4.0091,0.01495,1.61032,1.78679,Monitor
52.32767,52.17905,55.86906,54.07196,53.24555,54.82991,52.6018,53.02966,53.36505,55.04401,Electric Fan
46.04322,33.1623,42.99397,45.92539,38.1515,33.81813,49.12827,41.23211,32.02169,43.83786,Laptop Charger
3.80069,2.37957,5.11341,15.95543,6.61526,4.73393,2.27164,11.94538,14.92543,6.82115,Desk Lamp
0.2633,1.4229,0.01065,3.74136,1.37639,0.1088,1.29847,0.80601,0.70386,0.07981,Phone Charger
0.76199,1.54029,0.52067,1.22332,2.87186,1.69887,4.09902,0.11796,1.50833,0.42564,Monitor
53.12645,51.16506,52.51157,53.94838,50.7861,50.70142,50.30049,54.24316,54.51338,51.53547,Electric Fan
49.62848,37.91318,41.48054,40.50612,45.50346,48.96516,44.34179,48.33778,41.1745,47.61718,Laptop Charger
4.35518,0.96483,6.54758,13.12154,11.8178,11.02221,2.36763,4.6274,0.00032,2.47477,Desk Lamp
0.697,0.46477,1.05854,0.31668,0.33441,1.0616,0.6867,0.81789,0.36627,1.02832,Phone Charger
0.76881,0.56935,0.29536,0.47877,0.70367,1.28217,1.44415,0.94471,0.15214,2.58105,Monitor
52.65146,49.7243,53.15077,52.50728,54.14325,50.63943,52.95774,54.458,52.5975,51.82549,Electric Fan
43.18024,53.60879,48.48492,46.9145,37.97786,27.24924,33.87046,39.21641,50.19984,50.87696,Laptop Charger
0.68021,4.8648,6.29254,15.12509,16.67545,8.25289,7.10362,2.79686,2.06524,1.00497,Desk Lamp
2.63972,0.66952,1.16062,0.08843,0.0143,1.27891,0.30071,0.01065,0.04061,1.53071,Phone Charger
0.17728,0.52515,0.47877,2.4094,1.62301,2.70397,0.54055,4.9398,0.11796,3.39672,Monitor
53.1082,53.36868,53.1757,50.85741,52.10429,51.83232,54.42284,51.27416,54.14205,53.22126,Electric Fan
40.61977,32.39474,30.62184,36.02603,50.36029,50.42321,35.1643,30.19461,35.1338,58.78225,Laptop Charger
13.41062,17.23528,4.73898,4.50474,1.05828,13.55546,7.59167,3.14526,14.75785,10.35958,Desk Lamp
0.155,0.68411,0.24068,1.23068,0.20248,1.4216,0.31201,0.32331,0.27043,0.24187,Phone Charger
0.0143,2.37957,0.0958,4.30846,1.05163,1.41838,0.53285,0.89087,3.02632,0.35212,Monitor
51.59034,54.67807,51.89872,52.56682,51.07525,53.67275,54.10432,52.17657,51.96752,51.27603,Electric Fan
47.37163,40.049,32.99991,37.85722,48.66048,45.3575,29.93438,37.63996,49.23979,31.4218,Laptop Charger
0.52764,14.41932,11.91786,2.5162,1.89891,13.30384,7.22145,3.27435,1.22987,12.76595,Desk Lamp
0.24443,0.08344,1.29521,1.76487,3.26597,1.22004,0.12906,1.14832,0.04428,0.04795,Phone Charger
1.57218,1.52113,1.46344,0.56241,0.30247,0.38745,1.73034,2.21733,0.16985,2.88911,Monitor
51.06205,52.98152,52.0245,50.19283,51.94522,51.33802,52.16608,52.84481,53.87627,53.69747,Electric Fan
44.09713,33.1109,39.26618,38.93472,52.25494,35.32916,38.28488,43.3788,35.99276,45.29026,Laptop Charger
6.89219,2.10191,11.68602,14.94061,7.5148,4.29806,3.17905,14.9315,13.07902,3.89725,Desk Lamp
1.34398,0.07619,1.03832,2.12629,0.70759,1.11135,1.17405,0.32732,0.25973,0.49276,Phone Charger
1.46344,1.13119,2.05912,1.34723,3.09441,1.06493,0.98492,0.18472,2.86611,0.60399,Monitor
52.71577,53.51999,53.0729,53.31412,52.26604,53.88349,52.51219,53.2237,54.03659,51.6134,Electric Fan
28.92738,42.12995,41.41799,33.05677,40.66514,44.34743,37.78438,53.06742,48.14873,27.36377,Laptop Charger
4.61722,17.40188,4.54062,5.29,15.99043,3.7089,1.76173,15.59983,3.35235,3.10007,Desk Lamp
1.44415,1.71147,1.19707,0.181,0.2108,1.36667,3.81145,0.12536,0.40281,1.68855,Phone Charger
0.62473,0.2383,0.59015,0.64542,0.11604,0.47877,0.76881,0.87062,1.16884,0.51746,Monitor
50.21451,55.62251,55.74765,52.74209,51.41745,52.68331,52.61774,51.99602,54.70301,53.04063,Electric Fan
37.70741,46.11435,42.94332,27.91015,37.30292,48.00141,40.37018,29.63397,33.69492,44.38198,Laptop Charger
15.765,3.89725,6.92761,12.03802,2.73307,6.32005,13.70583,3.87049,18.80622,8.08355,Desk Lamp
0.3592,0.70729,0.17375,2.58105,0.4447,2.48959,0.75865,1.34721,0.27441,0.874,Phone Charger
1.26912,1.17076,0.98492,2.12629,1.30824,0.03694,1.78053,1.21676,1.46344,0.59707,Monitor
51.39557,54.39601,51.54545,54.07796,54.07196,52.06843,52.20559,51.48616,52.37508,51.18388,Electric Fan
45.98571,28.75638,32.71986,39.36558,48.22587,45.23406,32.21496,28.79871,34.48162,41.70038,Laptop Charger
1.00497,8.49799,4.00379,9.60637,5.43085,10.72258,8.30216,0.45075,9.58334,4.55597,Desk Lamp
1.67679,0.70759,0.08843,0.35731,2.28067,0.78924,2.6748,0.70729,1.3602,0.23694,Phone Charger
0.61782,0.82322,2.46884,2.06617,0.93127,0.25259,0.01495,1.94225,1.17076,1.43127,Monitor
54.78309,50.73176,53.80289,52.42123,52.23767,51.31298,53.22491,50.84479,51.31424,51.33051,Electric Fan
43.10812,46.07948,41.69816,30.02418,27.06034,38.61757,37.38861,47.90343,49.90459,42.53345,Laptop Charger
11.91442,1.63569,12.93454,4.21981,9.78207,4.30326,13.57471,8.4655,5.93544,6.42054,Desk Lamp
0.55212,1.7774,0.46477,0.31668,0.02889,1.30824,0.48926,1.41446,1.28544,1.34398,Phone Charger
0.93799,0.76881,0.75865,0.90435,1.11135,0.2383,1.54668,0.15935,1.07821,0.17375,Monitor
53.13314,54.018,53.04732,51.9043,50.14882,52.60793,52.70536,50.70901,53.77399,53.43167,Electric Fan
37.56195,28.61036,30.39743,29.68885,32.32345,28.45783,29.92482,28.10291,31.73517,28.19694,Laptop Charger
9.07379,10.05409,1.94225,10.67526,3.46853,13.8711,1.56581,9.93741,3.08309,7.04222,Desk Lamp
0.65576,1.43771,0.73125,1.51153,0.11242,1.06825,0.74492,1.35696,1.47307,1.331,Phone Charger
2.36165,0.43672,1.09147,2.17492,0.77441,3.67093,0.23694,1.32775,0.80285,1.67364,Monitor
51.24972,51.42308,51.5573,54.9938,51.51924,53.23949,53.12584,53.54115,53.2407,52.66371,Electric Fan
27.77706,29.01162,32.96078,34.89928,41.41352,48.597,51.29357,41.29265,38.90106,46.62667,Laptop Charger
6.90105,5.33871,13.59394,5.95887,13.43321,2.32572,12.85536,8.56282,3.70348,6.14969,Desk Lamp
2.22941,0.93127,2.11411,0.86048,0.53112,0.42266,1.20364,0.34504,0.11796,0.07619,Phone Charger
2.01619,2.10191,0.38039,0.54851,1.90511,1.53391,0.78244,0.12327,0.05075,0.57915,Monitor
52.83809,53.26984,52.94737,51.57787,52.86008,52.83015,52.03625,52.32829,52.63491,52.33998,Electric Fan
27.90109,44.52913,41.21117,33.40432,47.01348,35.29793,34.94525,46.6348,28.34552,50.89209,Laptop Charger
1.79304,11.1687,2.04074,13.13461,5.13806,1.22332,10.83136,5.04915,1.09147,12.41161,Desk Lamp
2.50142,0.20707,0.31954,3.12268,2.7679,1.70517,0.50978,1.4216,0.99161,0.00334,Phone Charger
3.17905,1.03016,0.38762,2.0346,0.18813,2.66312,1.1905,1.46344,1.4827,1.18392,Monitor
53.3911,51.44932,51.48242,53.50004,52.09872,55.07944,52.93761,52.75738,54.45562,52.87902,Electric Fan
36.28799,43.75021,41.58983,24.76085,50.06965,44.32062,20.97368,47.57921,39.19384,23.24186,Laptop Charger
5.60876,1.51473,10.52902,4.05677,1.3602,9.74019,4.84474,11.254,6.17281,10.87472,Desk Lamp
0.95813,1.64835,0.48227,0.38039,1.43771,0.89424,1.19378,2.41238,0.32331,0.10518,Phone Charger
0.93346,1.98543,1.12458,1.7993,0.30958,0.649,1.08484,0.15935,2.52211,2.7679,Monitor
52.30734,52.96445,54.18813,53.38565,51.64765,52.29378,51.7876,53.48492,50.67422,52.54228,Electric Fan
49.69216,37.68895,41.71669,36.85007,29.34099,45.3478,25.08058,46.39523,43.29112,46.75252,Laptop Charger
10.23345,0.78924,8.63147,3.43543,14.22336,1.62935,9.23858,5.10354,10.56934,4.79447,Desk Lamp
2.15975,0.16655,0.01861,0.32331,1.33749,1.44415,1.43449,0.52067,0.19217,1.768,Phone Charger
1.64835,1.14439,1.661,0.38762,2.1202,0.0216,1.15099,2.01004,0.10156,3.35235,Monitor
51.44744,52.84298,52.01707,53.20061,54.81095,52.11294,52.84054,53.3214,54.15702,54.90155,Electric Fan
47.84776,38.96914,34.01491,39.41753,52.58769,43.0879,27.75989,43.41828,39.30969,61.19241,Laptop Charger
4.87482,10.22601,7.108,15.45445,2.66312,12.77259,6.26959,9.86178,5.16266,9.03435,Desk Lamp
0.09069,0.88412,0.75858,0.41422,1.00831,1.42483,1.58172,0.13772,0.73467,1.1905,Phone Charger
0.97153,1.32125,1.32775,1.30173,1.34074,0.17375,1.45058,0.44852,2.35567,0.35212,Monitor
53.82996,52.61468,52.76595,52.04553,52.3406,52.81425,55.53113,51.91608,50.96957,51.03438,Electric Fan
52.27344,51.34678,42.30681,35.97113,30.39743,35.11345,39.07147,42.34344,35.98944,43.62026,Laptop Charger
11.40952,2.3736,8.24878,2.27766,15.24834,0.71414,13.33301,3.50704,12.26291,3.41332,Desk Lamp
0.20334,2.0438,0.38003,1.19378,0.31668,0.73809,0.97766,0.35731,0.91344,0.93463,Phone Charger
1.37962,2.61042,0.74151,1.99159,0.77563,0.54156,2.26561,0.22399,1.31794,0.6867,Monitor
53.33777,53.32079,53.34928,50.91729,52.25988,51.23217,51.96319,51.16318,54.19232,54.04499,Electric Fan
33.04701,44.21535,43.3321,36.92679,32.2611,36.42832,47.73889,35.82691,31.04934,47.93722,Laptop Charger
13.58433,2.61629,13.4751,1.03166,9.39426,3.13398,8.73999,1.57854,6.50232,10.52168,Desk Lamp
1.21676,0.12166,0.65576,0.54851,0.62818,0.6764,0.82978,0.38392,0.47177,1.31475,Phone Charger
0.95754,2.97503,1.72405,0.48577,1.05828,2.69814,0.52764,0.01495,2.84307,0.13276,Monitor
53.80289,53.20851,54.21446,54.49969,52.33075,52.33691,53.54719,52.51219,52.90038,53.60758,Electric Fan
